brand,cashback,offer,details,url,source,date_time
"SC Johnson","$10","SAVE OVER $10","Click to save on your favorite brands like Ziploc®, Windex®, Pledge®, Scrubbing Bubbles®, Glade®, and more.","","https://www.coupons.com/coupons/",2017-05-05 14:53:34
"Flonase® Allergy Relief","$10.75","SAVE UP TO $10.75","On participating essentials Flonase® Allergy Relief, Clorox®, and Pine Sol® products","","https://www.coupons.com/coupons/",2017-05-05 14:53:34
"Kay Jewelers","30%","30% OFF EVERYTHING","","","https://www.coupons.com/coupons/",2017-05-05 14:53:34
"GERBER®","","CLICK HERE TO SAVE","Try the new Smart Flow™ Spout and save on other Gerber Baby Products!","","https://www.coupons.com/coupons/",2017-05-05 14:53:34
"Clinique","50%","50% OFF AN EXCLUSIVE BEAUTY CLOSET EVENT","Click through to get started.","","https://www.coupons.com/coupons/",2017-05-05 14:53:34
"Nicorette® or NicoDerm® CQ®","$10.00","SAVE $10.00 ON","on any Nicorette mini Lozenge (81ct), Nicorette Lozenge (144ct), Nicorette Gum (100ct+), or NicoDerm CQ (14ct+)","","https://www.coupons.com/coupons/",2017-05-05 14:53:34
"Cash Back Dining","7%","GET 7% CASH BACK AT RESTAURANTS NEAR YOU","","","https://www.coupons.com/coupons/",2017-05-05 14:53:35
"ADVECTA 3 FOR DOGS","$2","$2 OFF FLEA & TICK TREATMENT","Contains same active ingredients used in BAYER K9 ADVANTIX","","https://www.coupons.com/coupons/",2017-05-05 14:53:35
"Amope","$25","CLICK AND SAVE","Summer ready feet after just 1 use. The Perfect Mother's Day gift. Save up to $25!","","https://www.coupons.com/coupons/",2017-05-05 14:53:35
"HP","$500","UP TO $500 OFF DESKTOPS AND ALL-IN-ONES + FREE SHIPPING","Weekly Deals","","https://www.coupons.com/coupons/",2017-05-05 14:53:35
"Macy’s","30%","30% OFF FRIENDS AND FAMILY SALE","Click through to get started.","","https://www.coupons.com/coupons/",2017-05-05 14:53:35
"Michael Kors","25%","MOTHER'S DAY EVENT: 25% OFF FOR A LIMITED TIME","Shop Today!","","https://www.coupons.com/coupons/",2017-05-05 14:53:35
"Edible Arrangements","20%","20% OFF $50+ ORDERS","Click through to shop.","","https://www.coupons.com/coupons/",2017-05-05 14:53:36
"Biotrue® Solution","","TAKE THE BIOTRUE CHALLENGE","Get your special offer and feel the difference","","https://www.coupons.com/coupons/",2017-05-05 14:53:36
"CheapOair","$30","UP TO $30 OFF SUPER SAVER FLIGHT DEALS","Click through to shop.","","https://www.coupons.com/coupons/",2017-05-05 14:53:36
"iRobot","$100","$100 OFF IROBOT ROOMBA 980 + FREE SHIPPING","","","https://www.coupons.com/coupons/",2017-05-05 14:53:36
"Free Mickey Drawstring Backpack","$1","4 DISNEY MOVIES FOR $1","FREE SHIPPING on initial order! With membership. See details.","","https://www.coupons.com/coupons/",2017-05-05 14:53:36
"New Balance","10%","COUPONS.COM EXCLUSIVE! 10% OFF + FREE SHIPPING","Click through to shop.","","https://www.coupons.com/coupons/",2017-05-05 14:53:36
"Hotwire","$15","$15 OFF $100 HOT RATE® HOTELS","Click through to get started.","","https://www.coupons.com/coupons/",2017-05-05 14:53:36
"Old Navy","$50","FREE SHIPPING ON $50+ ORDERS + FREE RETURNS","","","https://www.coupons.com/coupons/",2017-05-05 14:53:36
"Walgreens","25%","COUPONS.COM EXCLUSIVE: 25% OFF CONTACT LENSES + FREE SHIPPING","Click through for code","","https://www.coupons.com/coupons/",2017-05-05 14:53:36
"Sesame Street","$3.99","3 LEARNING KITS FOR $3.99","Sign Up Today and get a Free Growth Chart","","https://www.coupons.com/coupons/",2017-05-05 14:53:37
"Nordstrom","30%","30% OFF SELECT CLOTHING, SHOES AND ACCESSORIES","Click through to shop.","","https://www.coupons.com/coupons/",2017-05-05 14:53:37
"Guitar Center","","GUITAR-A-THON: THE GREATEST GUITAR SALE ON EARTH","","","https://www.coupons.com/coupons/",2017-05-05 14:53:37
"Horchow","25-30%","EVERYTHING SALE: 25-30% OFF SITEWIDE","Click through to get started.","","https://www.coupons.com/coupons/",2017-05-05 14:53:37
"The Popcorn Factory","20%","20% OFF MOTHER'S DAY GIFTS","Click through to get started.","","https://www.coupons.com/coupons/",2017-05-05 14:53:37
"1-800-Baskets","35%","UP TO 35% OFF SITEWIDE MOTHER'S DAY SALE","Click through to get started.","","https://www.coupons.com/coupons/",2017-05-05 14:53:37
"Microsoft","$150","UP TO $150 OFF SURFACE PRO 4","Click through to get started.","","https://www.coupons.com/coupons/",2017-05-05 14:53:37
"Soy Vay®","","TOP 10 EASY SPRINGTIME MEALS BY SOY VAY®","Get Cooking","","https://www.coupons.com/coupons/",2017-05-05 14:53:37
"Teleflora","25%","EXCLUSIVE: 25% OFF MOTHER'S DAY FLOWERS + SAME DAY DELIVERY","Click through to get started.","","https://www.coupons.com/coupons/",2017-05-05 14:53:38
"Free Mickey Beach Towel","$1","4 DISNEY MOVIES FOR $1","FREE SHIPPING on initial order! With membership. See details.","","https://www.coupons.com/coupons/",2017-05-05 14:53:38
"Dr. Seuss Subscription","$5.95","5 BOOKS FOR $5.95","Sign Up Today and get a Free Activity Book","","https://www.coupons.com/coupons/",2017-05-05 14:53:38
"Florastor®","$10","SAVE UP TO $10 AT CVS","The daily probiotic for digestive health.","","https://www.coupons.com/coupons/",2017-05-05 14:53:38
"Paul Fredrick","15%","EXCLUSIVE - 15% OFF ORDERS OF $150+","Click through to get started.","","https://www.coupons.com/coupons/",2017-05-05 14:53:38
"Florastor®","$6","CLICK AND SAVE $6","Your daily probiotic supplement. Are you Biotic?","","https://www.coupons.com/coupons/",2017-05-05 14:53:38
"Florastor®","$10","SAVE UP TO $10 AT WALMART","The daily probiotic for digestive health.","","https://www.coupons.com/coupons/",2017-05-05 14:53:38
"Newegg","10%","10% OFF OR MORE W/ TODAY'S NEWEGG PROMO CODES","Shop Today!","","https://www.coupons.com/coupons/",2017-05-05 14:53:39
"Free Jungle Book Lunch Box","$1","4 DISNEY MOVIES FOR $1","FREE SHIPPING on initial order! With membership. See details.","","https://www.coupons.com/coupons/",2017-05-05 14:53:39
"Florastor®","$10","SAVE UP TO $10 AT WALGREENS","The daily probiotic for digestive health.","","https://www.coupons.com/coupons/",2017-05-05 14:53:39
"Office Depot and OfficeMax","30%","30% OFF $50 PRINT AND COPY SERVICES","","","https://www.coupons.com/coupons/",2017-05-05 14:53:39
"MyProtein","30%","COUPONS.COM EXCLUSIVE! 30% OFF SITEWIDE","Click through to shop.","","https://www.coupons.com/coupons/",2017-05-05 14:53:39
"Overstock.com","$50","EXTRA $50 OFF $500 + FREE SHIPPING","Coupons Exclusive!","","https://www.coupons.com/coupons/",2017-05-05 14:53:39
"Florastor®","$4","CLICK AND SAVE $4","Your daily probiotic supplement. Are you Biotic?","","https://www.coupons.com/coupons/",2017-05-05 14:53:39
"Florastor®","$10","SAVE UP TO $10 AT TARGET","The daily probiotic for digestive health.","","https://www.coupons.com/coupons/",2017-05-05 14:53:40
"Cheryl's","","FREE SHIPPING ON ALL ORDERS","Click through to get started.","","https://www.coupons.com/coupons/",2017-05-05 14:53:40
"Eastbay","15%","15% OFF $75 OR MORE PLUS FREE SHIPPING","Exclusions Apply.","","https://www.coupons.com/coupons/",2017-05-05 14:53:40
"ASOS","15%","15% OFF FOR STUDENTS + CHANCE TO WIN £1000 STA TRAVEL VOUCHER","","","https://www.coupons.com/coupons/",2017-05-05 14:53:40
"Snapfish","50%","MOTHER'S DAY SPECIAL! 50% OFF EVERYTHING","Click through for code","","https://www.coupons.com/coupons/",2017-05-05 14:53:40
"Newegg","35%","NEWEGG'S TRENDING OFFERS - UP TO 35% OFF","Shop Today!","","https://www.coupons.com/coupons/",2017-05-05 14:53:40
"GoDaddy","50%","COUPONS.COM EXCLUSIVE! 50% OFF HOSTING PLANS","Click through to shop.","","https://www.coupons.com/coupons/",2017-05-05 14:53:40
"The New York Times","50%","50% OFF 26 WEEKS OF BASIC DIGITAL ACCESS","ONLINE SPECIAL","","https://www.coupons.com/coupons/",2017-05-05 14:53:40
"Medifast","28%","28% OFF MEDIFAST GO™","Just $10.97/day with renewal.","","https://www.coupons.com/coupons/",2017-05-05 14:53:40
"BH Cosmetics","10%","EXTRA 10% OFF ALL 28 COLOR EYE & LIP PALETTES","Click through to get started.","","https://www.coupons.com/coupons/",2017-05-05 14:53:41
"Brookstone","$20-$60","$20-$60 OFF SELECT FITBITS","Mother's Day Fitbit Event!","","https://www.coupons.com/coupons/",2017-05-05 14:53:41
"Things Remembered","25%","25% OFF + FREE SHIPPING","Click through to get started.","","https://www.coupons.com/coupons/",2017-05-05 14:53:41
"Fannie May","$59","FREE SHIPPING ON $59+ ORDERS","Click through to get started.","","https://www.coupons.com/coupons/",2017-05-05 14:53:41
"The New York Times","50%","50% OFF 1YR BASIC, ALL ACCESS OR ALL ACCESS","HOME DELIVERY SPECIAL","","https://www.coupons.com/coupons/",2017-05-05 14:53:41
"Lorex Technology","15%","15% OFF SITEWIDE","Click through to shop.","","https://www.coupons.com/coupons/",2017-05-05 14:53:41
"East Dane","70%","UP TO 70% OFF SALE","New Styles Added","","https://www.coupons.com/coupons/",2017-05-05 14:53:41
